,Lineage,Diversity,Fluctuations,Final Composition,Community Function,Lyapunov Exponent (cycle 5),Lyapunov Exponent (cycle 12),Cycle,No. Unique Compositions,Ecological Dynamics
58,18,15,1.0,"[ 0.  2.  8.  9. 10. 11. 13. 15. 17. 21. 25. 31. 32. 40. 48.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",302.7012584864231,"[-0.020161073101010906, 0.12796650042255442]","[0.06528975044906594, 0.15199304284596185]",2,15,chaos
59,19,17,0.7647058823529411,"[ 2.  4.  5.  8.  9. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",366.41914518070405,"[-0.0020626385468391663, 0.20601086361627802]","[0.6722240591594307, 0.7092424694120245]",2,15,chaos
60,0,17,0.8235294117647058,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",439.5964747479376,"[0.001813277309881125, 0.13559531615390727]","[0.039972616969938424, 0.12201569705410414]",3,12,chaos
61,1,17,0.4117647058823529,"[ 5.  9. 14. 15. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-306.69228180521185,"[-2.341259671771694, 0.0560252641386859]","[-2.348538615091171, 0.05690689346493058]",3,12,chaos
62,2,18,1.0,"[ 0.  2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 37. 39. 42. 43. 44.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",347.9736943531705,"[0.015207264651030195, 0.2154150964750918]","[-0.00635036244023551, 0.21941988599942108]",3,12,chaos
63,3,17,0.8235294117647058,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",382.58640872341795,"[0.05858513323406462, 0.1966974665878505]","[0.05985292558864494, 0.20241167463214496]",3,12,chaos
64,4,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-420.95341294485644,"[-2.3556000305484694, 0.05514078014149477]","[-2.335624081771916, 0.05657941957387448]",3,12,chaos
65,5,17,0.17647058823529413,"[ 5.  9. 14. 15. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-203.18300809749022,"[-2.327476881924903, 0.05793897512532319]","[-2.359662989010273, 0.05334131136432711]",3,12,chaos
66,6,14,0.9285714285714286,"[ 0.  8.  9. 10. 11. 13. 15. 17. 21. 25. 31. 32. 47. 48.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",527.6478018368252,"[-0.001075649388590607, 0.23567343614511901]","[-0.03760691493652652, 0.18592927485258595]",3,12,chaos
67,7,16,1.0,"[ 2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 39. 42. 44. 45.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",280.8706611928829,"[0.06116408189173206, 0.13658755867697156]","[0.6089965448572994, 0.6747414361973136]",3,12,chaos
68,8,20,0.9,"[ 0.  5.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 38. 41. 42.
 43. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",486.8225815560018,"[-0.011482412552968321, 0.20800820892751776]","[0.02985805818013419, 0.19767084542212202]",3,12,chaos
69,9,17,0.8235294117647058,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",415.6760191898563,"[0.011739845407576473, 0.21611259526445248]","[0.08081553896759595, 0.20442557404463796]",3,12,chaos
70,10,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-418.9995785630504,"[-2.327447805554124, 0.05673059302986009]","[-2.2919567323001946, 0.06636192565823949]",3,12,chaos
71,11,17,0.9411764705882353,"[ 0.  2.  3.  5. 10. 17. 20. 21. 25. 29. 31. 36. 39. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",824.7659064195251,"[0.6024532267086717, 0.681890102942127]","[0.5601926670657653, 0.6921673969828891]",3,12,chaos
72,12,19,1.0,"[ 0.  2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 37. 39. 42. 43. 44.
 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",813.3832604196759,"[0.06994156535591863, 0.20935266749644152]","[0.09708313578585845, 0.1690641155251715]",3,12,chaos
73,13,16,0.75,"[ 2.  4.  5.  8.  9. 12. 16. 17. 20. 21. 31. 34. 41. 42. 44. 45.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",320.96984715338317,"[0.07809078777134049, 0.2419005404864333]","[0.038086229761405584, 0.2103745866718353]",3,12,chaos
74,14,14,1.0,"[ 2.  4.  5. 14. 16. 17. 21. 24. 29. 31. 39. 42. 44. 45.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",707.2645122933975,"[0.06481273279436146, 0.18844849011299197]","[-0.012011217640221332, 0.1337351058220301]",3,12,chaos
75,15,15,1.0,"[ 0.  8. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 38. 43. 47.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",13.74780083642175,"[-0.05678064907986741, 0.23292160573090454]","[0.04753459656576487, 0.1999955252627633]",3,12,chaos
76,16,16,0.125,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-431.25820129791333,"[-2.3290180037858805, 0.06069222528079093]","[-2.3311257445923266, 0.059314043425456486]",3,12,chaos
77,17,17,0.6470588235294118,"[ 5.  9. 14. 15. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-218.5691218699782,"[-2.3368576400591636, 0.049093198584285846]","[-2.320263050172657, 0.05458709114833195]",3,12,chaos
78,18,17,0.7647058823529411,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",364.6494164930168,"[-0.020161073101010906, 0.12796650042255442]","[0.06528975044906594, 0.15199304284596185]",3,12,chaos
79,19,19,1.0,"[ 0.  2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 37. 39. 42. 43. 44.
 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",813.05527240662,"[-0.0020626385468391663, 0.20601086361627802]","[0.6722240591594307, 0.7092424694120245]",3,12,chaos
80,0,18,1.0,"[ 0.  2.  3.  5. 10. 17. 20. 21. 24. 25. 29. 31. 36. 39. 42. 43. 44. 45.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",802.1171627394132,"[0.001813277309881125, 0.13559531615390727]","[0.039972616969938424, 0.12201569705410414]",4,14,chaos
81,1,20,0.95,"[ 5.  9. 14. 15. 17. 21. 23. 25. 27. 28. 29. 31. 32. 37. 40. 41. 42. 43.
 47. 48.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-66.17987127172405,"[-2.341259671771694, 0.0560252641386859]","[-2.348538615091171, 0.05690689346493058]",4,14,chaos
82,2,20,0.95,"[ 0.  5.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 38. 41. 42.
 43. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",498.4371113042119,"[0.015207264651030195, 0.2154150964750918]","[-0.00635036244023551, 0.21941988599942108]",4,14,chaos
83,3,19,1.0,"[ 0.  2.  3.  5. 10. 17. 20. 21. 24. 25. 29. 31. 36. 38. 39. 42. 43. 44.
 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",816.0285766897158,"[0.05858513323406462, 0.1966974665878505]","[0.05985292558864494, 0.20241167463214496]",4,14,chaos
84,4,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-418.92235712262817,"[-2.3556000305484694, 0.05514078014149477]","[-2.335624081771916, 0.05657941957387448]",4,14,chaos
85,5,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-420.7267044687564,"[-2.327476881924903, 0.05793897512532319]","[-2.359662989010273, 0.05334131136432711]",4,14,chaos
86,6,17,1.0,"[ 0.  1.  8. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 38. 43. 47. 48.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",139.8708197092034,"[-0.001075649388590607, 0.23567343614511901]","[-0.03760691493652652, 0.18592927485258595]",4,14,chaos
87,7,15,1.0,"[ 2.  3.  5. 14. 17. 21. 24. 25. 29. 31. 36. 39. 42. 44. 45.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",242.81195783838186,"[0.06116408189173206, 0.13658755867697156]","[0.6089965448572994, 0.6747414361973136]",4,14,chaos
88,8,15,1.0,"[ 0.  1.  4.  8. 10. 11. 13. 15. 17. 21. 25. 31. 38. 43. 47.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",321.3137355601659,"[-0.011482412552968321, 0.20800820892751776]","[0.02985805818013419, 0.19767084542212202]",4,14,chaos
89,9,17,1.0,"[ 0.  2.  3.  5. 10. 17. 21. 24. 25. 29. 31. 36. 39. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",806.608669516657,"[0.011739845407576473, 0.21611259526445248]","[0.08081553896759595, 0.20442557404463796]",4,14,chaos
90,10,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-420.5710790857486,"[-2.327447805554124, 0.05673059302986009]","[-2.2919567323001946, 0.06636192565823949]",4,14,chaos
91,11,20,0.9,"[ 0.  5.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 38. 41. 42.
 43. 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",483.359784720206,"[0.6024532267086717, 0.681890102942127]","[0.5601926670657653, 0.6921673969828891]",4,14,chaos
92,12,14,0.6428571428571429,"[ 0.  8.  9. 10. 11. 13. 15. 17. 21. 23. 25. 31. 32. 47.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",515.0282078665275,"[0.06994156535591863, 0.20935266749644152]","[0.09708313578585845, 0.1690641155251715]",4,14,chaos
93,13,19,1.0,"[ 0.  2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 37. 39. 42. 43. 44.
 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",817.9620022877831,"[0.07809078777134049, 0.2419005404864333]","[0.038086229761405584, 0.2103745866718353]",4,14,chaos
94,14,17,1.0,"[ 0.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 41. 42. 47.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",577.5564793272827,"[0.06481273279436146, 0.18844849011299197]","[-0.012011217640221332, 0.1337351058220301]",4,14,chaos
95,15,14,0.8571428571428571,"[ 4.  5.  8. 12. 16. 17. 21. 31. 34. 41. 42. 43. 44. 45.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",570.5132892244758,"[-0.05678064907986741, 0.23292160573090454]","[0.04753459656576487, 0.1999955252627633]",4,14,chaos
96,16,16,0.0625,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-424.69320092179504,"[-2.3290180037858805, 0.06069222528079093]","[-2.3311257445923266, 0.059314043425456486]",4,14,chaos
97,17,16,0.1875,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-359.56981152057784,"[-2.3368576400591636, 0.049093198584285846]","[-2.320263050172657, 0.05458709114833195]",4,14,chaos
98,18,19,1.0,"[ 0.  2.  3.  5. 10. 14. 17. 21. 24. 25. 29. 31. 36. 37. 39. 42. 43. 44.
 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",813.2882233148732,"[-0.020161073101010906, 0.12796650042255442]","[0.06528975044906594, 0.15199304284596185]",4,14,chaos
99,19,19,0.9473684210526315,"[ 0.  5.  8.  9. 10. 11. 13. 15. 17. 20. 21. 24. 25. 31. 32. 38. 41. 42.
 47.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",521.3239817514219,"[-0.0020626385468391663, 0.20601086361627802]","[0.6722240591594307, 0.7092424694120245]",4,14,chaos
100,0,16,0.875,"[ 0.  8.  9. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 41. 43. 47.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",461.57616881100756,"[0.001813277309881125, 0.13559531615390727]","[0.039972616969938424, 0.12201569705410414]",5,14,chaos
101,1,16,0.125,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-405.43703444997885,"[-2.341259671771694, 0.0560252641386859]","[-2.348538615091171, 0.05690689346493058]",5,14,chaos
102,2,15,1.0,"[ 0.  1.  8. 10. 11. 13. 15. 17. 21. 25. 31. 32. 38. 43. 47.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",62.780584870047115,"[0.015207264651030195, 0.2154150964750918]","[-0.00635036244023551, 0.21941988599942108]",5,14,chaos
103,3,15,0.6,"[ 0.  8.  9. 10. 11. 13. 15. 17. 21. 23. 25. 31. 32. 47. 48.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",430.38701767779094,"[0.05858513323406462, 0.1966974665878505]","[0.05985292558864494, 0.20241167463214496]",5,14,chaos
104,4,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-417.0369006148027,"[-2.3556000305484694, 0.05514078014149477]","[-2.335624081771916, 0.05657941957387448]",5,14,chaos
105,5,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-421.66325109206156,"[-2.327476881924903, 0.05793897512532319]","[-2.359662989010273, 0.05334131136432711]",5,14,chaos
106,6,16,0.8125,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 44. 45.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",391.83373809754244,"[-0.001075649388590607, 0.23567343614511901]","[-0.03760691493652652, 0.18592927485258595]",5,14,chaos
107,7,13,1.0,"[ 2.  4.  5. 12. 16. 17. 21. 24. 31. 41. 42. 44. 45.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",82.0104731019445,"[0.06116408189173206, 0.13658755867697156]","[0.6089965448572994, 0.6747414361973136]",5,14,chaos
108,8,17,0.6470588235294118,"[ 2.  4.  5.  8. 12. 16. 17. 18. 20. 21. 31. 34. 41. 42. 43. 44. 45.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",478.4331637790696,"[-0.011482412552968321, 0.20800820892751776]","[0.02985805818013419, 0.19767084542212202]",5,14,chaos
109,9,16,0.875,"[ 0.  2.  8.  9. 10. 11. 13. 15. 17. 21. 23. 25. 31. 32. 47. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",377.08908446444144,"[0.011739845407576473, 0.21611259526445248]","[0.08081553896759595, 0.20442557404463796]",5,14,chaos
110,10,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-422.7900603695143,"[-2.327447805554124, 0.05673059302986009]","[-2.2919567323001946, 0.06636192565823949]",5,14,chaos
111,11,15,1.0,"[ 0.  1.  8. 10. 11. 13. 15. 17. 21. 25. 30. 31. 32. 47. 48.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",149.62903604823074,"[0.6024532267086717, 0.681890102942127]","[0.5601926670657653, 0.6921673969828891]",5,14,chaos
112,12,16,1.0,"[ 0.  1.  8. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 38. 43. 47.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",133.53909490986385,"[0.06994156535591863, 0.20935266749644152]","[0.09708313578585845, 0.1690641155251715]",5,14,chaos
113,13,15,0.9333333333333333,"[ 0.  8. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 38. 43. 47.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",43.82651352693101,"[0.07809078777134049, 0.2419005404864333]","[0.038086229761405584, 0.2103745866718353]",5,14,chaos
114,14,16,1.0,"[ 0.  1.  8. 10. 11. 13. 15. 17. 20. 21. 25. 31. 32. 38. 43. 47.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",141.34207777576756,"[0.06481273279436146, 0.18844849011299197]","[-0.012011217640221332, 0.1337351058220301]",5,14,chaos
115,15,15,0.9333333333333333,"[ 0.  3.  8.  9. 10. 11. 13. 15. 17. 21. 24. 25. 31. 32. 47.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",619.2567334047696,"[-0.05678064907986741, 0.23292160573090454]","[0.04753459656576487, 0.1999955252627633]",5,14,chaos
116,16,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-420.00278202721427,"[-2.3290180037858805, 0.06069222528079093]","[-2.3311257445923266, 0.059314043425456486]",5,14,chaos
117,17,16,0.0,"[ 5.  9. 14. 17. 21. 23. 25. 27. 29. 31. 32. 37. 40. 42. 43. 48.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-414.49722394479824,"[-2.3368576400591636, 0.049093198584285846]","[-2.320263050172657, 0.05458709114833195]",5,14,chaos
