,Lineage,Diversity,Fluctuations,Final Composition,Community Function,Lyapunov Exponent (cycle 5),Lyapunov Exponent (cycle 12),Cycle,No. Unique Compositions,Ecological Dynamics
725,5,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.7500535371968,"[-2.5454368044290443, 0.04775642951310842]","[-2.548442261638473, 0.045015061164075144]",6,2,stable
726,6,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.5600773949275,"[-2.532255466850914, 0.05097004272038744]","[-2.583028298211317, 0.044865503522487984]",6,2,stable
727,7,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.5295925772493,"[-2.537779788865312, 0.04485196548232916]","[-2.5730289867043092, 0.04390840764085504]",6,2,stable
728,8,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.3180708154647,"[-2.5747524274682774, 0.04391852013697519]","[-2.5677135709985572, 0.044741832486594614]",6,2,stable
729,9,10,0.0,"[ 1.  3. 18. 22. 23. 28. 33. 38. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",120.74177974640212,"[-3.73897640955325, 0.03713029158601177]","[-3.7389761846804674, 0.0371303025179039]",6,2,stable
730,10,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.6278928021326,"[-2.6164832509785425, 0.04039070674839897]","[-2.524912907800704, 0.04837983468340532]",6,2,stable
731,11,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.813183159416,"[-2.5473545495634826, 0.0475589595484445]","[-2.5118792456247556, 0.048211739150422935]",6,2,stable
732,12,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.1870617970995,"[-2.564477473268968, 0.044353754702963225]","[-2.5268288670996575, 0.049489118922001245]",6,2,stable
733,13,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.5539425057688,"[-2.58642425365358, 0.043493081574648026]","[-2.529066516586219, 0.04841433030148851]",6,2,stable
734,14,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.4281049577468,"[-2.5294401884012503, 0.04623464122009757]","[-2.513307545133515, 0.043452025837890346]",6,2,stable
735,15,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.198162359333,"[-2.5962240463695427, 0.0408151211971323]","[-2.5439966252797346, 0.04947880702649157]",6,2,stable
736,16,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.4883431845117,"[-2.5464413440175284, 0.04129776780386444]","[-2.574238636698334, 0.03921857482839671]",6,2,stable
737,17,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.6752320292695,"[-2.5696871341523893, 0.04602262585328602]","[-2.5790937150391806, 0.046788752417640286]",6,2,stable
738,18,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.6472435481039,"[-2.5298367544370812, 0.04768355134170493]","[-2.5699377168666753, 0.04255305293806857]",6,2,stable
739,19,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-700.8826862759969,"[-2.575061957005762, 0.04368548779377113]","[-2.577940866409671, 0.04378465484795035]",6,2,stable
740,0,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.2160999666505,"[-2.5879472586984376, 0.04461655124310381]","[-2.55497940272786, 0.04486124025762448]",7,2,stable
741,1,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.9214314553581,"[-2.5723993507440803, 0.043344890487001304]","[-2.576933730440916, 0.039673540560749856]",7,2,stable
742,2,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.7500511591577,"[-2.525964325484948, 0.047098687474860415]","[-2.5603289417233333, 0.04202541550154325]",7,2,stable
743,3,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.6166267583902,"[-2.546575570241066, 0.04570903744333964]","[-2.5320298004722153, 0.04740169734568842]",7,2,stable
744,4,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.6230977844242,"[-2.535558339868538, 0.04597712769803929]","[-2.5144206356792362, 0.04773553292603561]",7,2,stable
745,5,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-700.7915873226315,"[-2.5454368044290443, 0.04775642951310842]","[-2.548442261638473, 0.045015061164075144]",7,2,stable
746,6,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-705.3818929029904,"[-2.532255466850914, 0.05097004272038744]","[-2.583028298211317, 0.044865503522487984]",7,2,stable
747,7,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.8496895293254,"[-2.537779788865312, 0.04485196548232916]","[-2.5730289867043092, 0.04390840764085504]",7,2,stable
748,8,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.303744130622,"[-2.5747524274682774, 0.04391852013697519]","[-2.5677135709985572, 0.044741832486594614]",7,2,stable
749,9,10,0.0,"[ 1.  3. 18. 22. 23. 28. 33. 38. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",118.42957469077344,"[-3.73897640955325, 0.03713029158601177]","[-3.7389761846804674, 0.0371303025179039]",7,2,stable
750,10,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.2052444741446,"[-2.6164832509785425, 0.04039070674839897]","[-2.524912907800704, 0.04837983468340532]",7,2,stable
751,11,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.6243902872333,"[-2.5473545495634826, 0.0475589595484445]","[-2.5118792456247556, 0.048211739150422935]",7,2,stable
752,12,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.4557048371744,"[-2.564477473268968, 0.044353754702963225]","[-2.5268288670996575, 0.049489118922001245]",7,2,stable
753,13,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.5767177195531,"[-2.58642425365358, 0.043493081574648026]","[-2.529066516586219, 0.04841433030148851]",7,2,stable
754,14,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.8815516698849,"[-2.5294401884012503, 0.04623464122009757]","[-2.513307545133515, 0.043452025837890346]",7,2,stable
755,15,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.9745718371177,"[-2.5962240463695427, 0.0408151211971323]","[-2.5439966252797346, 0.04947880702649157]",7,2,stable
756,16,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.3942584812952,"[-2.5464413440175284, 0.04129776780386444]","[-2.574238636698334, 0.03921857482839671]",7,2,stable
757,17,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-705.1133323636483,"[-2.5696871341523893, 0.04602262585328602]","[-2.5790937150391806, 0.046788752417640286]",7,2,stable
758,18,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.6717349720923,"[-2.5298367544370812, 0.04768355134170493]","[-2.5699377168666753, 0.04255305293806857]",7,2,stable
759,19,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.5261396497376,"[-2.575061957005762, 0.04368548779377113]","[-2.577940866409671, 0.04378465484795035]",7,2,stable
760,0,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.7128534010122,"[-2.5879472586984376, 0.04461655124310381]","[-2.55497940272786, 0.04486124025762448]",8,2,stable
761,1,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.7076486018047,"[-2.5723993507440803, 0.043344890487001304]","[-2.576933730440916, 0.039673540560749856]",8,2,stable
762,2,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.4305857990696,"[-2.525964325484948, 0.047098687474860415]","[-2.5603289417233333, 0.04202541550154325]",8,2,stable
763,3,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.4356410890998,"[-2.546575570241066, 0.04570903744333964]","[-2.5320298004722153, 0.04740169734568842]",8,2,stable
764,4,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.3315025996907,"[-2.535558339868538, 0.04597712769803929]","[-2.5144206356792362, 0.04773553292603561]",8,2,stable
765,5,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.3488852678597,"[-2.5454368044290443, 0.04775642951310842]","[-2.548442261638473, 0.045015061164075144]",8,2,stable
766,6,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-700.8394555127958,"[-2.532255466850914, 0.05097004272038744]","[-2.583028298211317, 0.044865503522487984]",8,2,stable
767,7,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.4413497263031,"[-2.537779788865312, 0.04485196548232916]","[-2.5730289867043092, 0.04390840764085504]",8,2,stable
768,8,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-704.4512469652133,"[-2.5747524274682774, 0.04391852013697519]","[-2.5677135709985572, 0.044741832486594614]",8,2,stable
769,9,10,0.0,"[ 1.  3. 18. 22. 23. 28. 33. 38. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",121.31050937218734,"[-3.73897640955325, 0.03713029158601177]","[-3.7389761846804674, 0.0371303025179039]",8,2,stable
770,10,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.3926718846652,"[-2.6164832509785425, 0.04039070674839897]","[-2.524912907800704, 0.04837983468340532]",8,2,stable
771,11,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.940014375928,"[-2.5473545495634826, 0.0475589595484445]","[-2.5118792456247556, 0.048211739150422935]",8,2,stable
772,12,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.6633847537911,"[-2.564477473268968, 0.044353754702963225]","[-2.5268288670996575, 0.049489118922001245]",8,2,stable
773,13,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.9150598670333,"[-2.58642425365358, 0.043493081574648026]","[-2.529066516586219, 0.04841433030148851]",8,2,stable
774,14,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-700.1214085898656,"[-2.5294401884012503, 0.04623464122009757]","[-2.513307545133515, 0.043452025837890346]",8,2,stable
775,15,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.0899234853691,"[-2.5962240463695427, 0.0408151211971323]","[-2.5439966252797346, 0.04947880702649157]",8,2,stable
776,16,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.1945181632464,"[-2.5464413440175284, 0.04129776780386444]","[-2.574238636698334, 0.03921857482839671]",8,2,stable
777,17,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.6402876575067,"[-2.5696871341523893, 0.04602262585328602]","[-2.5790937150391806, 0.046788752417640286]",8,2,stable
778,18,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.7683037985776,"[-2.5298367544370812, 0.04768355134170493]","[-2.5699377168666753, 0.04255305293806857]",8,2,stable
779,19,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-701.4911986429072,"[-2.575061957005762, 0.04368548779377113]","[-2.577940866409671, 0.04378465484795035]",8,2,stable
780,0,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.2917846124717,"[-2.5879472586984376, 0.04461655124310381]","[-2.55497940272786, 0.04486124025762448]",9,2,stable
781,1,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-702.3483498450547,"[-2.5723993507440803, 0.043344890487001304]","[-2.576933730440916, 0.039673540560749856]",9,2,stable
782,2,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-705.2009998370937,"[-2.525964325484948, 0.047098687474860415]","[-2.5603289417233333, 0.04202541550154325]",9,2,stable
783,3,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.9694357307213,"[-2.546575570241066, 0.04570903744333964]","[-2.5320298004722153, 0.04740169734568842]",9,2,stable
784,4,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.7858180263476,"[-2.535558339868538, 0.04597712769803929]","[-2.5144206356792362, 0.04773553292603561]",9,2,stable
785,5,9,0.0,"[ 4. 11. 16. 19. 30. 31. 39. 43. 45.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.]",-703.4140539562885,"[-2.5454368044290443, 0.04775642951310842]","[-2.548442261638473, 0.045015061164075144]",9,2,stable
